MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,TargetPrice,BedroomsPerRoom,dist_sf,dist_la,dist_sj,dist_sd,dist_coastline,RoomsPerHousehold,Cluster
3.2705,52.0,4.772479564032698,1.0245231607629428,1504.0,2.0490463215258856,37.85,-122.26,2.418,0.2146731373108764,16.324612963698407,555.6337819197557,65.69538999832464,734.3283531046668,16.324612963698407,4.772479564032698,1
3.075,52.0,5.322649572649572,1.0128205128205128,1098.0,2.3461538461538463,37.85,-122.26,2.135,0.1902850260939382,16.324612963698407,555.6337819197557,65.69538999832464,734.3283531046668,16.324612963698407,5.322649572649572,1
2.6736,52.0,4.0,1.0977011494252873,345.0,1.9827586206896552,37.84,-122.26,1.913,0.2744252873563218,15.787578940267323,554.8079821648686,64.73920790909439,733.4867116840273,15.787578940267323,4.0,1
1.9167,52.0,4.262903225806451,1.0096774193548388,1212.0,1.9548387096774196,37.85,-122.26,1.592,0.2368520620507,16.324612963698407,555.6337819197557,65.69538999832464,734.3283531046668,16.324612963698407,4.262903225806451,1
2.125,50.0,4.242424242424242,1.071969696969697,697.0,2.640151515151515,37.85,-122.26,1.4,0.2526785714285715,16.324612963698407,555.6337819197557,65.69538999832464,734.3283531046668,16.324612963698407,4.242424242424242,1
2.775,52.0,5.9395770392749245,1.0483383685800605,793.0,2.395770392749245,37.85,-122.27,1.525,0.1765005086469989,15.57399329218656,556.2218308125807,66.14344916543642,734.9021333005195,15.57399329218656,5.9395770392749245,1
2.1202,52.0,4.052805280528053,0.966996699669967,648.0,2.1386138613861387,37.85,-122.27,1.555,0.2385993485342019,15.57399329218656,556.2218308125807,66.14344916543642,734.9021333005195,15.57399329218656,4.052805280528053,1
1.9911,50.0,5.343675417661098,1.0859188544152745,990.0,2.362768496420048,37.84,-122.26,1.587,0.2032157213041536,15.787578940267323,554.8079821648686,64.73920790909439,733.4867116840273,15.787578940267323,5.343675417661098,1
2.6033,52.0,5.465454545454546,1.0836363636363635,690.0,2.5090909090909093,37.84,-122.27,1.629,0.1982701264138389,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536,5.465454545454546,1
1.3578,40.0,4.524096385542169,1.108433734939759,409.0,2.463855421686747,37.85,-122.27,1.475,0.2450066577896138,15.57399329218656,556.2218308125807,66.14344916543642,734.9021333005195,15.57399329218656,4.524096385542169,1
1.7135,42.0,4.478142076502732,1.0027322404371584,929.0,2.5382513661202184,37.85,-122.27,1.598,0.2239170225747406,15.57399329218656,556.2218308125807,66.14344916543642,734.9021333005195,15.57399329218656,4.478142076502732,1
1.725,52.0,5.096234309623431,1.1317991631799162,1015.0,2.1234309623430963,37.84,-122.27,1.139,0.2220853858784893,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536,5.096234309623431,1
2.1806,52.0,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84,-122.27,0.997,0.1996445497630331,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536,5.193846153846154,1
2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,1.326,0.1964928057553956,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536,5.270142180094787,1
2.4038,41.0,4.495798319327731,1.0336134453781514,317.0,2.6638655462184877,37.85,-122.28,1.075,0.2299065420560747,14.837665031719755,556.8107178516541,66.60020503959038,735.4765877485569,14.837665031719755,4.495798319327731,1
2.4597,49.0,4.728033472803348,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,0.938,0.215929203539823,14.837665031719755,556.8107178516541,66.60020503959038,735.4765877485569,14.837665031719755,4.728033472803348,1
1.808,52.0,4.780856423173804,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,1.055,0.2218124341412012,14.837665031719755,556.8107178516541,66.60020503959038,735.4765877485569,14.837665031719755,4.780856423173804,1
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,1.089,0.2363112391930835,14.244462426259703,555.9868207570362,65.65732395366136,734.6364110992397,14.244462426259703,4.40169133192389,1
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.548387096774193,37.84,-122.28,1.32,0.2194787379972565,14.244462426259703,555.9868207570362,65.65732395366136,734.6364110992397,14.244462426259703,4.703225806451613,1
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,1.223,0.2332985386221294,14.244462426259703,555.9868207570362,65.65732395366136,734.6364110992397,14.244462426259703,5.068783068783069,1
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,1.152,0.2234091964700418,14.244462426259703,555.9868207570362,65.65732395366136,734.6364110992397,14.244462426259703,4.882086167800454,1
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,1.104,0.2127991675338189,15.010019843774536,555.3969826781068,65.19389993035176,734.0612243793447,15.010019843774536,5.737313432835821,1
1.375,49.0,5.030395136778116,1.1124620060790271,754.0,2.291793313069909,37.83,-122.27,1.049,0.2211480362537764,14.509171491073628,554.5731280294893,64.24949342077929,733.2210295006848,14.509171491073628,5.030395136778116,1
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,1.097,0.2153846153846153,14.509171491073628,554.5731280294893,64.24949342077929,733.2210295006848,14.509171491073628,4.972014925373134,1
1.4861,49.0,4.602272727272728,1.068181818181818,570.0,2.159090909090909,37.83,-122.27,0.972,0.2320987654320987,14.509171491073628,554.5731280294893,64.24949342077929,733.2210295006848,14.509171491073628,4.602272727272728,1
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,1.045,0.2402669632925472,14.509171491073628,554.5731280294893,64.24949342077929,733.2210295006848,14.509171491073628,4.807486631016043,1
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,1.039,0.258107213765718,13.715576892449535,555.1639189027997,64.71974320883717,733.7969495970706,13.715576892449535,3.7493796526054592,1
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.229773462783172,37.83,-122.26,1.914,0.2244897959183673,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852,4.757281553398058,1
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76,0.2939967105263158,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852,3.4942528735632186,1
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.39493670886076,37.83,-122.26,1.554,0.2516516516516516,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852,4.215189873417722,1
1.2852,51.0,3.759036144578314,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,1.5,0.3322649572649572,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852,3.759036144578314,1
1.025,49.0,3.772486772486773,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,1.188,0.2833099579242636,15.787578940267323,554.8079821648686,64.73920790909439,733.4867116840273,15.787578940267323,3.772486772486773,1
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.888,0.2126315789473684,15.787578940267323,554.8079821648686,64.73920790909439,733.4867116840273,15.787578940267323,4.797979797979798,1
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844,0.2155232155232155,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852,4.941780821917808,1
2.6768,52.0,4.335078534031414,1.099476439790576,718.0,1.8795811518324608,37.83,-122.26,1.823,0.253623188405797,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852,4.335078534031414,1
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,0.2862222222222222,15.31229054344852,553.9831741310401,63.78800758487498,732.6457831968673,15.31229054344852,3.700657894736842,1
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,0.3098311817279046,14.07818665241424,553.7502712895117,63.31045968078558,732.3815511133378,14.07818665241424,3.9802371541501977,1
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,0.3125,14.904655464136235,553.1593622430237,62.84201514340119,731.8055700922368,14.904655464136235,3.9,1
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,0.3964059196617336,14.07818665241424,553.7502712895117,63.31045968078558,732.3815511133378,14.07818665241424,2.6875,1
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,1.719,0.5055803571428571,14.07818665241424,553.7502712895117,63.31045968078558,732.3815511133378,14.07818665241424,2.045662100456621,1
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,0.2441113490364025,14.07818665241424,553.7502712895117,63.31045968078558,732.3815511133378,14.07818665241424,4.58968058968059,1
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,0.2648245886370692,14.07818665241424,553.7502712895117,63.31045968078558,732.3815511133378,14.07818665241424,4.473611111111111,1
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,0.2797546012269938,14.07818665241424,553.7502712895117,63.31045968078558,732.3815511133378,14.07818665241424,4.075,1
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,0.2008547008547008,13.258706952289163,554.3420167097025,63.787696427280345,732.9582056905722,13.258706952289163,5.021459227467811,1
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,0.2571428571428571,13.258706952289163,554.3420167097025,63.787696427280345,732.9582056905722,13.258706952289163,4.295454545454546,1
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,0.2326332794830371,13.258706952289163,554.3420167097025,63.787696427280345,732.9582056905722,13.258706952289163,4.77992277992278,1
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.853,0.2249832102081934,13.258706952289163,554.3420167097025,63.787696427280345,732.9582056905722,13.258706952289163,6.102459016393443,1
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,0.2458543619322278,13.258706952289163,554.3420167097025,63.787696427280345,732.9582056905722,13.258706952289163,4.5625,1
2.5625,2.0,2.771929824561404,0.7543859649122807,94.0,1.649122807017544,37.82,-122.29,0.6,0.2721518987341772,12.447596821889377,554.9345958218203,64.27352952900623,733.5355322295516,12.447596821889377,2.771929824561404,1
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,0.1882247992863514,12.933260159346103,555.7555440755499,65.19856731197697,734.3735418949218,12.933260159346103,5.994652406417113,1
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75,0.2148148148148148,12.447596821889377,554.9345958218203,64.27352952900623,733.5355322295516,12.447596821889377,5.869565217391305,1
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.861,0.25,12.044916921607705,554.1146534108473,63.35443224460097,732.6982437171032,12.044916921607705,6.229508196721311,1
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.276729559748428,37.81,-122.3,0.761,0.1936274509803921,11.21508643861662,554.7090185959921,63.855849470753526,733.276975719914,11.21508643861662,7.69811320754717,1
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.735,0.2198067632850241,11.21508643861662,554.7090185959921,63.855849470753526,733.276975719914,11.21508643861662,6.225563909774436,1
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,0.2069306930693069,11.21508643861662,554.7090185959921,63.855849470753526,733.276975719914,11.21508643861662,5.401069518716578,1
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,0.2432989690721649,11.21508643861662,554.7090185959921,63.855849470753526,733.276975719914,11.21508643861662,4.382530120481928,1
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.346938775510204,37.8,-122.29,0.813,0.237585199610516,11.733766521933118,553.2957213029089,62.44153767880646,731.8616788240068,11.733766521933118,6.98639455782313,1
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.85,0.1905594405594405,11.21508643861662,554.7090185959921,63.855849470753526,733.276975719914,11.21508643861662,6.975609756097561,1
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,0.2299178864691181,12.044916921607705,554.1146534108473,63.35443224460097,732.6982437171032,12.044916921607705,4.584288052373159,1
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,0.1979166666666666,12.044916921607705,554.1146534108473,63.35443224460097,732.6982437171032,12.044916921607705,6.047244094488189,1
0.7286,46.0,3.375451263537906,1.072202166064982,582.0,2.101083032490975,37.81,-122.29,0.952,0.3176470588235294,12.044916921607705,554.1146534108473,63.35443224460097,732.6982437171032,12.044916921607705,3.375451263537906,1
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.684210526315789,37.81,-122.29,0.75,0.2417061611374407,12.044916921607705,554.1146534108473,63.35443224460097,732.6982437171032,12.044916921607705,5.552631578947368,1
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.571428571428572,37.81,-122.29,0.675,0.3333333333333333,12.044916921607705,554.1146534108473,63.35443224460097,732.6982437171032,12.044916921607705,1.7142857142857142,1
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375,0.192814371257485,12.044916921607705,554.1146534108473,63.35443224460097,732.6982437171032,12.044916921607705,6.2781954887218046,1
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.735763097949886,37.81,-122.28,1.775,0.3734842360549717,12.881516948367612,553.5211186193544,62.86142966556457,732.1201818373828,12.881516948367612,2.8177676537585423,1
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.428290766208252,37.81,-122.28,1.021,0.1928620452985587,12.881516948367612,553.5211186193544,62.86142966556457,732.1201818373828,12.881516948367612,5.724950884086444,1
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.483091787439613,37.81,-122.28,1.083,0.2013256006628003,12.881516948367612,553.5211186193544,62.86142966556457,732.1201818373828,12.881516948367612,5.830917874396135,1
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,0.2143266475644699,12.044916921607705,554.1146534108473,63.35443224460097,732.6982437171032,12.044916921607705,5.369230769230769,1
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,0.2573099415204678,12.591169264349617,552.7012290942987,61.94120212521948,731.2828805042791,12.591169264349617,4.412903225806452,1
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861597,37.81,-122.28,1.625,0.3127705627705627,12.881516948367612,553.5211186193544,62.86142966556457,732.1201818373828,12.881516948367612,3.1972318339100347,1
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,0.2666666666666666,13.723648542390997,552.9284169019006,62.37704125738128,731.5427916752399,13.723648542390997,3.75,1
1.5208,52.0,3.9080459770114944,1.1149425287356325,200.0,2.2988505747126435,37.81,-122.28,1.125,0.2852941176470588,12.881516948367612,553.5211186193544,62.86142966556457,732.1201818373828,12.881516948367612,3.9080459770114944,1
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,1.375,0.4248704663212435,12.881516948367612,553.5211186193544,62.86142966556457,732.1201818373828,12.881516948367612,2.490322580645161,1
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.763313609467456,37.81,-122.28,1.188,0.1940928270042194,12.881516948367612,553.5211186193544,62.86142966556457,732.1201818373828,12.881516948367612,5.609467455621302,1
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.982,0.1849935316946959,12.881516948367612,553.5211186193544,62.86142966556457,732.1201818373828,12.881516948367612,6.721739130434782,1
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,1.188,0.5125,13.723648542390997,552.9284169019006,62.37704125738128,731.5427916752399,13.723648542390997,2.3157894736842106,1
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454543,37.81,-122.27,1.625,0.3977142857142857,13.723648542390997,552.9284169019006,62.37704125738128,731.5427916752399,13.723648542390997,2.6515151515151514,1
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,0.3999999999999999,13.451602672524226,552.1075693313966,61.44949393872369,730.7047536534935,13.451602672524226,2.6923076923076925,1
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,5.00001,0.3132530120481928,13.451602672524226,552.1075693313966,61.44949393872369,730.7047536534935,13.451602672524226,2.929411764705882,1
2.0938,16.0,2.74585635359116,1.0828729281767957,800.0,2.209944751381216,37.8,-122.27,1.625,0.3943661971830985,13.451602672524226,552.1075693313966,61.44949393872369,730.7047536534935,13.451602672524226,2.74585635359116,1
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727272,37.8,-122.28,1.375,0.4046511627906976,12.591169264349617,552.7012290942987,61.94120212521948,731.2828805042791,12.591169264349617,2.4431818181818183,1
0.75,52.0,2.823529411764706,0.9117647058823528,191.0,5.617647058823529,37.8,-122.28,1.625,0.3229166666666666,12.591169264349617,552.7012290942987,61.94120212521948,731.2828805042791,12.591169264349617,2.823529411764706,1
2.6354,27.0,3.493377483443709,1.1490066225165565,718.0,2.377483443708609,37.79,-122.27,1.875,0.328909952606635,13.267124114614308,551.287733063839,60.528087532118086,729.8674395244074,13.267124114614308,3.493377483443709,1
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,0.363265306122449,13.451602672524226,552.1075693313966,61.44949393872369,730.7047536534935,13.451602672524226,3.6723768736616704,1
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3,0.4648151623193844,14.31452023585599,551.514744708634,60.96662186971544,730.1272998725995,14.31452023585599,2.294016358157555,1
2.8345,31.0,3.894915254237288,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,0.2895996518711923,14.904655464136235,553.1593622430237,62.84201514340119,731.8055700922368,14.904655464136235,3.894915254237288,1
2.0062,29.0,3.681318681318681,1.175824175824176,202.0,2.21978021978022,37.81,-122.26,1.25,0.3194029850746269,14.57035259230164,552.3365509465971,61.90146924752512,730.9660748283454,14.57035259230164,3.681318681318681,1
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,0.3449212384573601,14.904655464136235,553.1593622430237,62.84201514340119,731.8055700922368,14.904655464136235,2.9456,1
2.6104,37.0,3.707142857142857,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,0.2986512524084778,14.904655464136235,553.1593622430237,62.84201514340119,731.8055700922368,14.904655464136235,3.707142857142857,1
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,0.3036941580756013,15.42087593698652,551.7455234492833,61.4349183868543,730.3900328975404,15.42087593698652,3.7248,1
3.2177,28.0,3.878423513694055,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,2.734,0.2760936961763693,15.42087593698652,551.7455234492833,61.4349183868543,730.3900328975404,15.42087593698652,3.878423513694055,1
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,0.2833723653395784,15.42087593698652,551.7455234492833,61.4349183868543,730.3900328975404,15.42087593698652,3.745614035087719,1
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,0.3252900232018561,15.42087593698652,551.7455234492833,61.4349183868543,730.3900328975404,15.42087593698652,3.5154975530179446,1
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357,0.3260091977516607,14.57035259230164,552.3365509465971,61.90146924752512,730.9660748283454,14.57035259230164,3.281721632196758,1
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,0.1491053677932405,16.574369993817346,551.9800640365938,61.93229700987356,730.6556351117456,16.574369993817346,6.184426229508197,1
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,0.2379072063178677,16.274619781211157,551.15533711353,60.97759574850917,729.8146674868425,16.274619781211157,4.442982456140351,1
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,0.2616609783845278,15.42087593698652,551.7455234492833,61.4349183868543,730.3900328975404,15.42087593698652,4.165876777251185,1
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,0.2157426027003734,16.574369993817346,551.9800640365938,61.93229700987356,730.6556351117456,16.574369993817346,4.848189415041783,1
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865335,37.82,-122.25,2.25,0.2562181600239736,15.737012264905552,552.5692922596809,62.38256088877514,731.2302642248081,15.737012264905552,4.160847880299252,1
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,0.2029494382022472,15.737012264905552,552.5692922596809,62.38256088877514,731.2302642248081,15.737012264905552,5.628458498023716,1
2.6429,32.0,3.727005870841488,1.0743639921722117,1806.0,1.7671232876712328,37.82,-122.25,2.185,0.2882646363875032,15.737012264905552,552.5692922596809,62.38256088877514,731.2302642248081,15.737012264905552,3.727005870841488,1
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,0.3020964890123769,15.737012264905552,552.5692922596809,62.38256088877514,731.2302642248081,15.737012264905552,3.2530813475760065,1
3.1484,52.0,4.578034682080925,1.0770712909441231,939.0,1.8092485549132948,37.83,-122.25,2.241,0.2352693602693602,16.12351085240171,553.3940598904783,63.33547727894568,732.0712122798559,16.12351085240171,4.578034682080925,1
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,0.2653440793552387,16.12351085240171,553.3940598904783,63.33547727894568,732.0712122798559,16.12351085240171,3.822274881516588,1
3.1429,52.0,4.3951890034364265,0.986254295532646,534.0,1.8350515463917525,37.83,-122.25,2.316,0.2243940578577013,16.12351085240171,553.3940598904783,63.33547727894568,732.0712122798559,16.12351085240171,4.3951890034364265,1
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,2.185,0.3484667463162086,16.12351085240171,553.3940598904783,63.33547727894568,732.0712122798559,16.12351085240171,3.0234798314268514,1
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,0.2637231503579952,16.12351085240171,553.3940598904783,63.33547727894568,732.0712122798559,16.12351085240171,4.040501446480231,1
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,0.1586481113320079,18.17675186448859,553.0460328229309,63.42938376006944,731.7672336703602,18.17675186448859,6.742627345844504,5
5.2868,47.0,6.546391752577319,0.936082474226804,1098.0,2.263917525773196,37.84,-122.23,3.476,0.1429921259842519,18.17675186448859,553.0460328229309,63.42938376006944,731.7672336703602,18.17675186448859,6.546391752577319,5
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,0.1576086956521739,16.94166870845534,552.8057879984367,62.89209582284192,731.4973183470121,16.94166870845534,6.851063829787234,5
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,0.1616766467065868,17.861486601991647,554.4602092609076,64.82607961919327,733.1828218230663,17.861486601991647,7.1063829787234045,5
6.3434,52.0,6.947890818858561,1.01985111662531,1061.0,2.632754342431762,37.85,-122.23,3.736,0.1467857142857143,18.6448034824873,553.874690857613,64.40519025910201,732.6110739218134,18.6448034824873,6.947890818858561,5
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,0.1626523094361008,17.372232309415697,553.6325045493724,63.85676243030604,732.339714733946,17.372232309415697,6.358558558558559,1
7.2354,52.0,7.11716621253406,0.994550408719346,901.0,2.455040871934605,37.85,-122.24,3.911,0.139739663093415,17.861486601991647,554.4602092609076,64.82607961919327,733.1828218230663,17.861486601991647,7.11716621253406,5
